Content,EventId,EventTemplate
Before Scheduling: PendingReds:1 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:10 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,57,Before Scheduling: <*>
Reduce slow start threshold reached. Scheduling reduces.,26,Reduce slow start threshold reached. Scheduling reduces.
All maps assigned. Ramping up all remaining reduces:1,77,All maps assigned. Ramping up all remaining <*>
After Scheduling: PendingReds:0 ScheduledMaps:0 ScheduledReds:1 AssignedMaps:10 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,43,After Scheduling: <*>
DefaultSpeculator.addSpeculativeAttempt -- we are speculating task_1445144423722_0020_m_000000,3,DefaultSpeculator.addSpeculativeAttempt <*> we are speculating <*>
We launched 1 speculations.  Sleeping 15000 milliseconds.,33,We launched <*> speculations.  Sleeping <*> milliseconds.
Scheduling a redundant attempt for task task_1445144423722_0020_m_000000,11,Scheduling a redundant attempt for task <*>
Diagnostics report from attempt_1445144423722_0020_m_000003_0: Container killed by the ApplicationMaster.,48,Diagnostics report from <*> Container killed by the ApplicationMaster.
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,63,Address change detected. Old: <*> New: <*>
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 30 seconds.  Will retry shortly ...,68,Failed to renew lease for <*> for <*> seconds.  Will retry shortly ...
"Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: SUCCESS status: ERROR downstreamAckTimeNanos: 0, targets: [10.86.169.121:50010, 10.190.173.170:50010]",92,Slow ReadProcessor read fields took <*> ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*> targets: <*>
DFSOutputStream ResponseProcessor exception  for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,36,DFSOutputStream ResponseProcessor exception  for block <*>
"Error Recovery for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731 in pipeline 10.86.169.121:50010, 10.190.173.170:50010: bad datanode 10.190.173.170:50010",27,Error Recovery for block <*> in pipeline <*> bad datanode <*>
DataStreamer Exception,62,DataStreamer Exception
ERROR IN CONTACTING RM.,89,ERROR IN CONTACTING RM.
"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",49,Retrying connect to server: <*> Already tried <*> time(s); retry policy is <*> MILLISECONDS)
Task: attempt_1445144423722_0020_m_000002_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,32,Task: <*> exited : java.net.NoRouteToHostException: No Route to Host from  <*> to <*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
Diagnostics report from attempt_1445144423722_0020_m_000002_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,66,Diagnostics report from <*> Error: java.net.NoRouteToHostException: No Route to Host from  <*> to <*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
Task cleanup failed for attempt attempt_1445144423722_0020_m_000002_0,28,Task cleanup failed for attempt <*>
Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d,50,Error writing History Event: <*>
"Thread Thread[eventHandlingThread,5,main] threw an Exception.",58,"Thread Thread[eventHandlingThread,5,main] threw an Exception."
1 failures on node MININT-FNANLI5.fareast.corp.microsoft.com,44,<*> failures on node <*>
Added attempt_1445144423722_0020_m_000002_1 to list of failed maps,39,Added <*> to list of failed maps
