EventId,EventTemplate
75,Warning: we failed to resolve data source name <*> dn788 <*> dn818 <*> dn878 <*> dn881 <*> dn888 <*>
76,Detected <*> MHz processor.
77,not allocating divert_blk for non-ethernet device lo
78,<*> fastboot <*>
79,Starting ts_fixup: succeeded
80,Processor <*> (supports C1)
81,assuming drive cache: write through
82,RNG not detected
83,LAPIC_NMI <*> high edge <*>
84,Registered protocol family <*>
85,PCI Root Bridge <*>
86,Power Button (FF) <*>
87,no floppy controllers found
88,scanning scsi channel <*> for logical drives
89,Warning: we failed to resolve data source name <*> dn188 <*>
90,Mounting NFS filesystems: succeeded
91,<*> mouse device common for all mice
92,Local disconnected: Connection closed.
93,syslog-ng startup succeeded
94,Started working: <*> available service
95,<*> used by <*>
96,Disabled at runtime.
97,PCI Interrupt Link <*> (IRQs <*>
98,Warning: we failed to resolve data source name <*> bn81 <*> bn88 <*>
99,Received SNMP packet(s) from <*>
100,Compressed image found at block <*>
101,<*> No topology change
102,Using software bounce buffering for IO <*>
103,<*> sda2 <*>
104,Changing permissions on special file <*>
105,My unqualified host name <*> unknown; sleeping for retry
106,Warning: we failed to resolve data source name <*> cn788 <*> cn818 <*> cn878 <*> cn881 <*> cn888 <*>
107,Now running on <*>
108,scanning scsi channel <*> [Phy <*> for non-raid devices
109,autorun <*>
110,"Trace cache: <*> uops, L1 D cache: <*>"
111,Creating Topspin <*> entries:
112,allocating divert_blk for <*>
113,Server listening on :: port <*>
114,Subsystem revision <*>
115,MegaRAID Model: LD <*> Rev: <*>
116,xinetd startup succeeded
117,time reset <*> s
118,Wait for ready failed before probe !
119,<*> tftp <*>
120,Installing public key data
121,<*> (Release Date: Fri Dec <*> EST <*>
122,Version <*> Starting
123,Using <*> MHz <*> timer.
124,portmap startup succeeded
125,RSDT <*> DELL PE BKC <*> MSFT <*> @ <*>
126,Warning: we failed to resolve data source name <*> an18 <*> an78 <*> an81 <*> an87 an88 <*>
127,Warning: we failed to resolve data source name <*> dn18 <*> dn78 <*> dn81 <*> dn87 dn88 <*>
128,<*> initialised: <*>
129,DHCPOFFER on <*> to <*> via eth1
130,synchronized to <*> stratum <*>
131,Mounted root <*> filesystem).
132,RRD_update <*> illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
133,connection from <*>
134,registered new driver hiddev
135,unable to qualify my own domain name <*> -- using short name
136,syslog-ng version <*> starting
137,PCI Interrupt Routing Table <*>
138,<*> (Kernel Module GPG key)
139,<*> autorun <*>
140,Autodetecting RAID arrays.
141,probe new device <*> bus 2:slot <*>
142,<*> (bus <*> bus_irq <*> global_irq <*> dfl dfl)
143,PCI Hot Plug PCI Core version: <*>
144,apic_id <*> version <*> address <*> GSI <*>
145,Using configuration type <*>
146,Reading included configuration file: <*>
147,initialized
148,(C) <*> Netfilter core team
149,Initializing.
150,Warning: we failed to resolve data source name <*> cn188 <*>
151,DHCPACK on <*> to <*> via eth1
