EventId,EventTemplate
87,machine check <*>
88,ciod: LOGIN <*> failed: Input/output error
89,<*>
90,store <*>
91,data TLB error interrupt
92,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> Link has been severed
93,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-
94,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
95,<*> torus receiver z+ input pipe error(s) (dcr <*> detected and corrected
96,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>
97,data address <*>
98,"ciod: Error loading <*> invalid or missing program image, Permission denied"
99,ciod: Error reading message prefix on CioStream socket to <*> Connection reset by peer
100,<*> tree receiver <*> in re-synch state event(s) (dcr <*> detected
101,instruction cache parity error corrected
102,ciod: pollControlDescriptors: Detected the debugger died.
103,critical input interrupt <*> warning for torus y+ wire
104,iar <*> dear <*>
