Content,EventId,EventTemplate
[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Deletion of /var/lib/nova/instances/95960536-049b-41f6-9049-05fc479b6a7c_del complete,0,[instance: <*> Deletion of <*> complete
[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Took 0.46 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Claim successful,3,[instance: <*> Claim successful
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 19.07 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 19.92 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Deleting instance files /var/lib/nova/instances/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5_del,32,[instance: <*> Deleting instance files <*>
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Deletion of /var/lib/nova/instances/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5_del complete,0,[instance: <*> Deletion of <*> complete
[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 0.54 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Claim successful,3,[instance: <*> Claim successful
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Took 20.35 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Took 21.11 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Deleting instance files /var/lib/nova/instances/af5f7392-f7d4-4298-b647-c98924c64aa1_del,32,[instance: <*> Deleting instance files <*>
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Deletion of /var/lib/nova/instances/af5f7392-f7d4-4298-b647-c98924c64aa1_del complete,0,[instance: <*> Deletion of <*> complete
[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Took 0.48 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Claim successful,3,[instance: <*> Claim successful
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
The instance sync for host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us' did not match. Re-created its InstanceList.,4,The instance sync for host <*> did not match. Re-created its InstanceList.
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 20.09 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 20.89 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Deleting instance files /var/lib/nova/instances/ae3a1b5d-eec1-45bb-b76a-c59d83b1471f_del,32,[instance: <*> Deleting instance files <*>
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Deletion of /var/lib/nova/instances/ae3a1b5d-eec1-45bb-b76a-c59d83b1471f_del complete,0,[instance: <*> Deletion of <*> complete
[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 0.45 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Claim successful,3,[instance: <*> Claim successful
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Took 19.37 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Took 20.14 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Deleting instance files /var/lib/nova/instances/43204226-2f87-4da7-b7ee-4d20cc66e846_del,32,[instance: <*> Deleting instance files <*>
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Deletion of /var/lib/nova/instances/43204226-2f87-4da7-b7ee-4d20cc66e846_del complete,0,[instance: <*> Deletion of <*> complete
[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Took 0.46 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Claim successful,3,[instance: <*> Claim successful
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 20.32 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 21.11 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Deleting instance files /var/lib/nova/instances/fecdd5a9-3ca0-4c82-9336-63b7774f738e_del,32,[instance: <*> Deleting instance files <*>
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Deletion of /var/lib/nova/instances/fecdd5a9-3ca0-4c82-9336-63b7774f738e_del complete,0,[instance: <*> Deletion of <*> complete
[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 0.54 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Claim successful,3,[instance: <*> Claim successful
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Took 20.03 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Took 20.80 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Deleting instance files /var/lib/nova/instances/63a0d960-70b6-44c6-b606-491478a5cadf_del,32,[instance: <*> Deleting instance files <*>
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Deletion of /var/lib/nova/instances/63a0d960-70b6-44c6-b606-491478a5cadf_del complete,0,[instance: <*> Deletion of <*> complete
[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Took 0.46 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Claim successful,3,[instance: <*> Claim successful
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Took 19.32 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Took 20.23 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
