low_row_index,mapped_drain_index,drain_eventid,uni_row_index,uni_eventid_original,uni_eventtemplate,drain_LineId
136,800,bbdb4846,136,12,[instance: <*> Claim successful,801
137,826,bc181d7d,137,11,[instance: <*> VM Started (Lifecycle Event),827
138,828,6dfd4d59,138,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,829
139,847,42c1cc30,139,23,[instance: <*> Instance spawned successfully.,848
140,848,1f08014a,140,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,849
141,851,b200501d,141,17,[instance: <*> Took <*> seconds to build instance.,852
142,871,5692fbe8,142,15,[instance: <*> Deleting instance files <*>,872
143,872,dd696d1b,143,6,[instance: <*> Deletion of <*> complete,873
144,875,a8b3fe2d,144,32,[instance: <*> Took <*> seconds to deallocate network for instance.,876
145,884,4675db06,145,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",885
146,885,1f2f504f,146,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",886
147,887,b0cd53db,147,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",888
148,888,0c664b55,148,7,"[instance: <*> disk limit not specified, defaulting to unlimited",889
149,891,52fcab40,149,12,[instance: <*> Claim successful,892
150,915,8580d622,150,11,[instance: <*> VM Started (Lifecycle Event),916
151,917,08c04d36,151,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,918
152,935,83a48ea5,152,23,[instance: <*> Instance spawned successfully.,936
153,936,229902ae,153,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,937
154,939,f4e4f912,154,17,[instance: <*> Took <*> seconds to build instance.,940
155,973,a5838d31,155,15,[instance: <*> Deleting instance files <*>,974
156,974,94e89347,156,6,[instance: <*> Deletion of <*> complete,975
157,977,c5eae306,157,32,[instance: <*> Took <*> seconds to deallocate network for instance.,978
158,991,16fecdd0,158,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",992
159,992,e5772cc6,159,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",993
160,994,e5c22a3d,160,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",995
161,995,1d6fb1c7,161,7,"[instance: <*> disk limit not specified, defaulting to unlimited",996
162,998,6e2633da,162,12,[instance: <*> Claim successful,999
163,1020,08afac01,163,11,[instance: <*> VM Started (Lifecycle Event),1021
164,1022,db157dc6,164,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1023
165,1035,ac28547f,165,23,[instance: <*> Instance spawned successfully.,1036
166,1036,d2d8f9f3,166,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1037
167,1041,44741857,167,17,[instance: <*> Took <*> seconds to build instance.,1042
168,1063,ebddd24e,168,15,[instance: <*> Deleting instance files <*>,1064
169,1064,afec7f91,169,6,[instance: <*> Deletion of <*> complete,1065
170,1067,bd2c7cf1,170,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1068
171,1076,0006e727,171,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1077
172,1077,c41c4317,172,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1078
173,1079,d443b95d,173,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1080
174,1080,3048ae86,174,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1081
175,1083,abefa637,175,12,[instance: <*> Claim successful,1084
176,1110,4b299fb4,176,11,[instance: <*> VM Started (Lifecycle Event),1111
177,1113,2dcd4dee,177,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1114
178,1128,d1f3b2b9,178,23,[instance: <*> Instance spawned successfully.,1129
179,1129,c493e2bf,179,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1130
180,1132,b80d8e3e,180,17,[instance: <*> Took <*> seconds to build instance.,1133
181,1147,d62f463e,181,15,[instance: <*> Deleting instance files <*>,1148
182,1148,671cfc57,182,6,[instance: <*> Deletion of <*> complete,1149
183,1154,434bb3e0,183,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1155
184,1163,2fa1a466,184,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1164
185,1164,3450d980,185,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1165
186,1166,35df0b1d,186,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1167
187,1167,fa780844,187,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1168
188,1170,06b10101,188,12,[instance: <*> Claim successful,1171
189,1194,49928322,189,11,[instance: <*> VM Started (Lifecycle Event),1195
190,1196,69e0d275,190,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1197
191,1214,26a2596b,191,23,[instance: <*> Instance spawned successfully.,1215
192,1215,bb936264,192,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1216
193,1218,f18a7643,193,17,[instance: <*> Took <*> seconds to build instance.,1219
194,1246,e788dac3,194,15,[instance: <*> Deleting instance files <*>,1247
195,1247,32bb3099,195,6,[instance: <*> Deletion of <*> complete,1248
196,1250,cfe87090,196,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1251
197,1266,4e521c8a,197,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1267
198,1267,e4964c70,198,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1268
199,1269,f20818cf,199,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1270
200,1270,73baf3be,200,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1271
201,1273,a9e920f2,201,12,[instance: <*> Claim successful,1274
202,1296,7d8b6b51,202,22,"While synchronizing instance power states, found <*> instances in the database and <*> instances on the hypervisor.",1297
203,1298,d96e2e5f,203,11,[instance: <*> VM Started (Lifecycle Event),1299
204,1301,075c5795,204,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1302
205,1315,96835e1e,205,23,[instance: <*> Instance spawned successfully.,1316
206,1316,4b2fa4d9,206,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1317
207,1319,495bff78,207,17,[instance: <*> Took <*> seconds to build instance.,1320
208,1348,37db9f81,208,15,[instance: <*> Deleting instance files <*>,1349
209,1349,b042d253,209,6,[instance: <*> Deletion of <*> complete,1350
210,1352,8e826889,210,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1353
211,1361,0345bfba,211,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1362
212,1362,aa6a0dfc,212,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1363
213,1364,5bcc22eb,213,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1365
214,1365,5ba8e464,214,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1366
215,1368,26ee0d4a,215,12,[instance: <*> Claim successful,1369
216,1393,74bc92a4,216,11,[instance: <*> VM Started (Lifecycle Event),1394
217,1395,6328e663,217,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1396
218,1413,c95a92cf,218,23,[instance: <*> Instance spawned successfully.,1414
219,1414,2270220b,219,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1415
220,1417,342be423,220,17,[instance: <*> Took <*> seconds to build instance.,1418
221,1435,676b4301,221,15,[instance: <*> Deleting instance files <*>,1436
222,1436,f2a0815f,222,6,[instance: <*> Deletion of <*> complete,1437
223,1439,99089cfd,223,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1440
224,1448,1f67b845,224,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1449
225,1449,ee9d3ed2,225,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1450
226,1451,9d10b4cf,226,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1452
227,1452,1ca2beca,227,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1453
228,1455,419716e4,228,12,[instance: <*> Claim successful,1456
229,1476,dcbf6918,229,11,[instance: <*> VM Started (Lifecycle Event),1477
230,1478,7c5e56de,230,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1479
231,1499,ef7dfb13,231,23,[instance: <*> Instance spawned successfully.,1500
232,1500,2632c6ef,232,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1501
233,1501,9a833d61,233,17,[instance: <*> Took <*> seconds to build instance.,1502
234,1519,7819da45,234,15,[instance: <*> Deleting instance files <*>,1520
235,1520,34ec249b,235,6,[instance: <*> Deletion of <*> complete,1521
236,1526,09d29721,236,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1527
237,1542,779aa3e0,237,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1543
238,1543,6b63977f,238,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1544
239,1545,8f11dd8f,239,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1546
240,1546,2cfb0248,240,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1547
241,1549,202c278a,241,12,[instance: <*> Claim successful,1550
242,1573,36a1d805,242,11,[instance: <*> VM Started (Lifecycle Event),1574
243,1575,367744d1,243,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1576
244,1591,ad21183a,244,23,[instance: <*> Instance spawned successfully.,1592
245,1592,ea49bece,245,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1593
246,1595,f3ccc3f3,246,17,[instance: <*> Took <*> seconds to build instance.,1596
247,1627,611b5eae,247,15,[instance: <*> Deleting instance files <*>,1628
248,1628,93c28803,248,6,[instance: <*> Deletion of <*> complete,1629
249,1631,80769c60,249,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1632
250,1643,79e3ed6c,250,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1644
251,1644,0be3de9c,251,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1645
252,1646,2e8cb2dd,252,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1647
253,1647,15f93e2f,253,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1648
254,1650,fcb8af18,254,12,[instance: <*> Claim successful,1651
255,1678,0e612b16,255,11,[instance: <*> VM Started (Lifecycle Event),1679
256,1680,03152cab,256,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1681
257,1695,ec0a74da,257,23,[instance: <*> Instance spawned successfully.,1696
258,1696,1e9f0bac,258,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1697
259,1699,099c3860,259,17,[instance: <*> Took <*> seconds to build instance.,1700
260,1719,84790082,260,15,[instance: <*> Deleting instance files <*>,1720
261,1720,cbb316a8,261,6,[instance: <*> Deletion of <*> complete,1721
262,1722,fe269be5,262,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1723
263,1732,554fcb62,263,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1733
264,1733,250f1190,264,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1734
265,1735,24d7e1db,265,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1736
266,1736,45620dd8,266,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1737
267,1739,c45d1f8d,267,12,[instance: <*> Claim successful,1740
268,1760,16341214,268,11,[instance: <*> VM Started (Lifecycle Event),1761
269,1764,182cb440,269,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1765
270,1783,57aab9aa,270,23,[instance: <*> Instance spawned successfully.,1784
271,1784,31b2c3e2,271,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1785
272,1787,0840efff,272,17,[instance: <*> Took <*> seconds to build instance.,1788
273,1806,cf69895d,273,15,[instance: <*> Deleting instance files <*>,1807
274,1807,ffaabe8d,274,6,[instance: <*> Deletion of <*> complete,1808
275,1811,eaa82bd5,275,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1812
276,1826,bffdd175,276,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1827
277,1827,7b76ff9e,277,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1828
278,1829,e4919f9d,278,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1830
279,1830,00fc4719,279,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1831
280,1833,29f4b5af,280,12,[instance: <*> Claim successful,1834
281,1857,d83a429a,281,11,[instance: <*> VM Started (Lifecycle Event),1858
282,1859,64fa83fa,282,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1860
283,1876,0d3a2a81,283,23,[instance: <*> Instance spawned successfully.,1877
284,1877,a902efb4,284,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1878
285,1880,e304fae0,285,17,[instance: <*> Took <*> seconds to build instance.,1881
286,1901,427e1ca3,286,15,[instance: <*> Deleting instance files <*>,1902
287,1902,a7ac79f8,287,6,[instance: <*> Deletion of <*> complete,1903
288,1905,40a1e6b6,288,32,[instance: <*> Took <*> seconds to deallocate network for instance.,1906
289,1917,84421cf8,289,4,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1918
290,1918,015d8bd2,290,8,"[instance: <*> Total memory: <*> MB, used: <*> MB",1919
291,1920,465590e6,291,13,"[instance: <*> Total disk: <*> GB, used: <*> GB",1921
292,1921,e87257ec,292,7,"[instance: <*> disk limit not specified, defaulting to unlimited",1922
293,1924,591c14f9,293,12,[instance: <*> Claim successful,1925
294,1953,37ad94f4,294,11,[instance: <*> VM Started (Lifecycle Event),1954
295,1956,75ae4961,295,26,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.,1957
296,1969,ea229957,296,23,[instance: <*> Instance spawned successfully.,1970
297,1970,7b9f9ff2,297,31,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1971
298,1973,c6dcb74c,298,17,[instance: <*> Took <*> seconds to build instance.,1974
