low_row_index,mapped_drain_index,drain_eventid,uni_row_index,uni_eventid_original,uni_eventtemplate,drain_LineId
279,1055,3e662616,279,44,<*>,1056
280,1060,f6873e23,280,44,<*>,1061
281,1066,3e662616,281,44,<*>,1067
282,1070,95538643,282,44,<*>,1071
283,1080,3e662616,283,44,<*>,1081
284,1082,ee96b38d,284,44,<*>,1083
285,1086,3e662616,285,44,<*>,1087
286,1088,60fbe948,286,44,<*>,1089
287,1098,3e662616,287,44,<*>,1099
288,1100,01a78960,288,44,<*>,1101
289,1105,3e662616,289,44,<*>,1106
290,1110,4666feb3,290,44,<*>,1111
291,1116,3e662616,291,44,<*>,1117
292,1118,6837c17e,292,44,<*>,1119
293,1122,3e662616,293,44,<*>,1123
294,1124,c93c2fac,294,44,<*>,1125
295,1128,3e662616,295,44,<*>,1129
296,1130,a7700609,296,44,<*>,1131
297,1136,3e662616,297,44,<*>,1137
298,1141,8e776ad8,298,44,<*>,1142
299,1147,3e662616,299,44,<*>,1148
300,1149,1f9289bd,300,44,<*>,1150
301,1153,3e662616,301,44,<*>,1154
302,1155,2b5851da,302,44,<*>,1156
303,1159,3e662616,303,44,<*>,1160
304,1161,28d2d866,304,44,<*>,1162
305,1166,3e662616,305,44,<*>,1167
306,1167,3e662616,306,44,<*>,1168
307,1172,82fb2433,307,44,<*>,1173
308,1178,3e662616,308,44,<*>,1179
309,1182,ea2c22c6,309,44,<*>,1183
310,1186,3e662616,310,44,<*>,1187
311,1188,45c6a6df,311,44,<*>,1189
312,1193,3e662616,312,44,<*>,1194
313,1198,7dc8bc7c,313,44,<*>,1199
314,1204,3e662616,314,44,<*>,1205
315,1206,3e662616,315,44,<*>,1207
316,1208,fa9e9160,316,44,<*>,1209
317,1213,3e662616,317,44,<*>,1214
318,1215,f2e7fbb5,318,44,<*>,1216
319,1221,3e662616,319,44,<*>,1222
320,1226,2f65c0e3,320,44,<*>,1227
321,1232,3e662616,321,44,<*>,1233
322,1234,3e662616,322,44,<*>,1235
323,1236,e7f4349f,323,44,<*>,1237
324,1249,3e662616,324,44,<*>,1250
325,1250,3e662616,325,44,<*>,1251
326,1251,3e662616,326,44,<*>,1252
327,1252,3e662616,327,44,<*>,1253
328,1253,3e662616,328,44,<*>,1254
329,1254,3e662616,329,44,<*>,1255
330,1255,3e662616,330,44,<*>,1256
331,1256,3e662616,331,44,<*>,1257
332,1257,3e662616,332,44,<*>,1258
333,1258,3e662616,333,44,<*>,1259
334,1259,3e662616,334,44,<*>,1260
335,1260,3e662616,335,44,<*>,1261
336,1266,2ca6c1d9,336,44,<*>,1267
337,1271,3e662616,337,44,<*>,1272
338,1274,fd119f19,338,44,<*>,1275
339,1278,3e662616,339,44,<*>,1279
340,1280,b1214232,340,44,<*>,1281
341,1283,d67137ee,341,7,getTodaySportData <*>,1284
342,1286,cbe37772,342,44,<*>,1287
343,1293,09200e18,343,44,<*>,1294
344,1301,b65b1849,344,44,<*>,1302
345,1306,3e662616,345,44,<*>,1307
346,1308,8d508e2c,346,44,<*>,1309
347,1318,3e662616,347,44,<*>,1319
348,1319,3e662616,348,44,<*>,1320
349,1320,3e662616,349,44,<*>,1321
350,1321,3e662616,350,44,<*>,1322
351,1322,3e662616,351,44,<*>,1323
352,1323,3e662616,352,44,<*>,1324
353,1324,3e662616,353,44,<*>,1325
354,1329,dd9e9246,354,44,<*>,1330
355,1335,3e662616,355,44,<*>,1336
356,1338,5b549a21,356,44,<*>,1339
357,1342,3e662616,357,44,<*>,1343
358,1344,bab11dc4,358,44,<*>,1345
359,1348,3e662616,359,44,<*>,1349
360,1350,789969cb,360,44,<*>,1351
361,1355,3e662616,361,44,<*>,1356
362,1357,fc3bf880,362,44,<*>,1358
363,1362,3e662616,363,44,<*>,1363
364,1364,4b04e276,364,44,<*>,1365
365,1369,3e662616,365,44,<*>,1370
366,1371,33f60d7d,366,44,<*>,1372
367,1376,3e662616,367,44,<*>,1377
368,1378,9f2bcda7,368,44,<*>,1379
369,1383,3e662616,369,44,<*>,1384
370,1385,c7d89996,370,44,<*>,1386
371,1390,3e662616,371,44,<*>,1391
372,1392,9a797011,372,44,<*>,1393
373,1397,3e662616,373,44,<*>,1398
374,1399,d992b919,374,44,<*>,1400
375,1404,3e662616,375,44,<*>,1405
376,1406,fe47db87,376,44,<*>,1407
377,1411,3e662616,377,44,<*>,1412
378,1413,ee8655c1,378,44,<*>,1414
379,1418,3e662616,379,44,<*>,1419
380,1420,fcfc0b45,380,44,<*>,1421
381,1425,3e662616,381,44,<*>,1426
382,1427,2f983375,382,44,<*>,1428
383,1432,3e662616,383,44,<*>,1433
384,1434,9f17cd08,384,44,<*>,1435
385,1440,3e662616,385,44,<*>,1441
386,1442,ca40d105,386,44,<*>,1443
387,1447,3e662616,387,44,<*>,1448
388,1448,3e662616,388,44,<*>,1449
389,1453,68827bb1,389,44,<*>,1454
390,1459,3e662616,390,44,<*>,1460
391,1462,e3be125d,391,44,<*>,1463
392,1467,3e662616,392,44,<*>,1468
393,1474,dd93492f,393,44,<*>,1475
394,1479,3e662616,394,44,<*>,1480
395,1481,e149cc05,395,44,<*>,1482
396,1487,3e662616,396,44,<*>,1488
397,1489,580471f9,397,44,<*>,1490
398,1493,3e662616,398,44,<*>,1494
399,1495,2ea9f717,399,44,<*>,1496
400,1502,3e662616,400,44,<*>,1503
401,1504,a9983095,401,44,<*>,1505
402,1508,3e662616,402,44,<*>,1509
403,1510,8f472893,403,44,<*>,1511
404,1521,3e662616,404,44,<*>,1522
405,1523,2f3d2efc,405,44,<*>,1524
406,1527,3e662616,406,44,<*>,1528
407,1529,708b66f4,407,44,<*>,1530
408,1544,8764d489,408,9,sendSyncFailedBroadcast,1545
409,1551,3e662616,409,44,<*>,1552
410,1553,8468c36c,410,44,<*>,1554
411,1557,3e662616,411,44,<*>,1558
412,1559,7cf8c583,412,44,<*>,1560
413,1566,3e662616,413,44,<*>,1567
414,1568,49f68ec6,414,44,<*>,1569
415,1572,3e662616,415,44,<*>,1573
416,1574,6b8a33fe,416,44,<*>,1575
417,1580,3e662616,417,44,<*>,1581
418,1582,04e282db,418,44,<*>,1583
419,1590,3e662616,419,44,<*>,1591
420,1592,2218f926,420,44,<*>,1593
421,1596,3e662616,421,44,<*>,1597
422,1598,86a4c277,422,44,<*>,1599
423,1606,3e662616,423,44,<*>,1607
424,1608,41be5d53,424,44,<*>,1609
425,1614,3e662616,425,44,<*>,1615
426,1616,55efcd44,426,44,<*>,1617
427,1621,3e662616,427,44,<*>,1622
428,1623,383dcb70,428,44,<*>,1624
429,1627,3e662616,429,44,<*>,1628
430,1629,21e0b958,430,44,<*>,1630
431,1633,3e662616,431,44,<*>,1634
432,1635,f488f506,432,44,<*>,1636
433,1639,3e662616,433,44,<*>,1640
434,1641,3bc39cbb,434,44,<*>,1642
435,1645,3e662616,435,44,<*>,1646
436,1647,3b3d281c,436,44,<*>,1648
437,1651,3e662616,437,44,<*>,1652
438,1653,cb756db0,438,44,<*>,1654
439,1657,3e662616,439,44,<*>,1658
440,1659,5b44466e,440,44,<*>,1660
441,1663,3e662616,441,44,<*>,1664
442,1665,b4864268,442,44,<*>,1666
443,1669,3e662616,443,44,<*>,1670
444,1671,23e0381b,444,44,<*>,1672
445,1676,3e662616,445,44,<*>,1677
446,1678,b118e539,446,44,<*>,1679
447,1682,3e662616,447,44,<*>,1683
448,1684,5fe3b784,448,44,<*>,1685
449,1688,3e662616,449,44,<*>,1689
450,1690,08d7787b,450,44,<*>,1691
451,1694,3e662616,451,44,<*>,1695
452,1696,2f61385b,452,44,<*>,1697
453,1700,3e662616,453,44,<*>,1701
454,1702,ff0beb79,454,44,<*>,1703
455,1706,3e662616,455,44,<*>,1707
456,1708,5581a385,456,44,<*>,1709
457,1712,3e662616,457,44,<*>,1713
458,1714,dee90573,458,44,<*>,1715
459,1718,3e662616,459,44,<*>,1719
460,1720,225e0290,460,44,<*>,1721
461,1725,3e662616,461,44,<*>,1726
462,1727,a59f9168,462,44,<*>,1728
463,1731,3e662616,463,44,<*>,1732
464,1733,dd528839,464,44,<*>,1734
465,1738,3e662616,465,44,<*>,1739
466,1740,19bc5fc2,466,44,<*>,1741
467,1744,3e662616,467,44,<*>,1745
468,1746,c43244e7,468,44,<*>,1747
469,1750,3e662616,469,44,<*>,1751
470,1752,d9319115,470,44,<*>,1753
471,1756,3e662616,471,44,<*>,1757
472,1758,2eb9e5e4,472,44,<*>,1759
473,1763,3e662616,473,44,<*>,1764
474,1765,e5a2c440,474,44,<*>,1766
475,1769,3e662616,475,44,<*>,1770
476,1771,20087c9e,476,44,<*>,1772
477,1777,e1fe8d25,477,2,theDayChanged <*>,1778
478,1778,e788f919,478,55,initEnviroument,1779
479,1779,3244bf49,479,38,getStepCounterStatus,1780
480,1780,ff55d254,480,10,getStepCounterStatus= true,1781
481,1781,86bcfaea,481,45,reStartStepCounter,1782
482,1783,c1f5e07f,482,43,registersensorsuccess: true,1784
483,1784,3616b800,483,31,clear(),1785
484,1785,40f31420,484,30,getTodayBasicStandardSteps= <*>,1786
485,1786,00d03c97,485,26,tryToRecordAsBasicStepData bWrite true,1787
486,1787,aa1d16b4,486,54,getDiffTotalSteps= <*>,1788
487,1788,9adf04b9,487,25,setBasicStandardSteps <*>,1789
488,1789,ce69c5e2,488,44,<*>,1790
489,1793,71ffe66c,489,44,<*>,1794
490,1794,8b3a278c,490,62,reload : <*> restar <*>,1795
491,1796,82a1456b,491,44,<*>,1797
492,1799,5cdf7db4,492,23,REPORT : <*>,1800
493,1800,46056afe,493,32,next <*>,1801
494,1801,9bf7cf41,494,67,setGoalNotifiShownRecord <*> false,1802
495,1802,8e523808,495,19,closeNotification...,1803
496,1803,c5a628cf,496,22,deleteHealthNotification(),1804
497,1805,3e662616,497,44,<*>,1806
498,1807,cd2339ce,498,44,<*>,1808
499,1811,3e662616,499,44,<*>,1812
500,1813,900a7e3b,500,44,<*>,1814
501,1817,3e662616,501,44,<*>,1818
502,1819,d8d89bf2,502,44,<*>,1820
503,1828,3e662616,503,44,<*>,1829
504,1830,d6d1e4f3,504,44,<*>,1831
505,1835,3e662616,505,44,<*>,1836
506,1837,820f5f15,506,44,<*>,1838
507,1842,3e662616,507,44,<*>,1843
508,1844,d4e44439,508,44,<*>,1845
509,1848,3e662616,509,44,<*>,1849
510,1850,d0248d92,510,44,<*>,1851
511,1854,3e662616,511,44,<*>,1855
512,1856,5dbd2fba,512,44,<*>,1857
513,1860,3e662616,513,44,<*>,1861
514,1862,ee91be87,514,44,<*>,1863
515,1868,3e662616,515,44,<*>,1869
516,1870,7d1a6097,516,44,<*>,1871
517,1874,3e662616,517,44,<*>,1875
518,1876,70857a78,518,44,<*>,1877
519,1880,3e662616,519,44,<*>,1881
520,1882,4a6693d5,520,44,<*>,1883
521,1886,3e662616,521,44,<*>,1887
522,1888,e8c62de9,522,44,<*>,1889
523,1893,3e662616,523,44,<*>,1894
524,1895,35a49558,524,44,<*>,1896
525,1899,3e662616,525,44,<*>,1900
526,1901,e62c723f,526,44,<*>,1902
527,1905,3e662616,527,44,<*>,1906
528,1907,5013859c,528,44,<*>,1908
529,1911,3e662616,529,44,<*>,1912
530,1913,6387fdc3,530,44,<*>,1914
531,1918,3e662616,531,44,<*>,1919
532,1920,93bf78e0,532,44,<*>,1921
533,1924,3e662616,533,44,<*>,1925
534,1926,8a4bc6cd,534,44,<*>,1927
535,1934,3e662616,535,44,<*>,1935
536,1936,842fff5e,536,44,<*>,1937
537,1950,3e662616,537,44,<*>,1951
538,1952,0a756428,538,44,<*>,1953
539,1956,3e662616,539,44,<*>,1957
540,1958,21e66746,540,44,<*>,1959
541,1965,3e662616,541,44,<*>,1966
542,1967,120f86c9,542,44,<*>,1968
543,1974,bf7e24c5,543,27,"checkCurrentDay a new day comes , reset basicSyncCondition, currentDay is <*> oldDay is <*>",1975
544,1982,8764d489,544,9,sendSyncFailedBroadcast,1983
