EventId,EventTemplate
144,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> secs. to complete, <*> reads >= <*> sec."
145,Cocoa scripting error for <*> four character codes must be four characters long.
146,mDNS_RegisterInterface: Frequent transitions for interface en0 <*>
147,"[Accounts] Failed to update account with identifier <*> error: Error Domain=ABAddressBookErrorDomain <*> ""(null)"""
148,"network_reachability_changed : network is not reachable, netbiosd is shutting down"
149,ChromeExistion main isUndetectWithCommand = <*>
150,Session <*> created
151,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}"
152,<*> Asked to exit for Diskarb
153,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object
154,AppleActuatorDeviceUserClient::stop Entered
155,"VDCAssistant:  Found a camera <*> , but was not able to start it up <*> -- (os/kern) successful)"
156,[com.apple.calendar.store.log.caldav.queue] [Account <*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*>
157,CCFile::captureLog
158,[HID] [MT] AppleActuatorHIDEventDriver::start entered
159,no sleep images for WillPowerOffWithImages
160,ARPT: <*> System Sleep
161,ASL Sender Statistics
162,"ARPT: <*> IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>"
163,<*> bssid changed
164,<*> <<<< CRABS >>>> crabsFlumeHostAvailable: <*> Byte flume reports host available again.
165,ARPT: <*> WWEN[disable]
166,hibernate_rebuild started
167,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: <*> Network is down
168,host connection <NSXPCConnection: <*> connection from pid <*> invalidated
169,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>
170,sigio_handler: sigio_handler_active != <*>
171,<*> ERROR:    <*> timed out after <*>
172,<*> : BTLE scanning started
173,Captive: <*> en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive)
174,"<*> -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> <*> isProcessing=NO <*> currentActionErrors=0 <*> actionQueue=( ) > delegate=(null) <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> <*> >"
175,Received Capture Event
176,extension com.apple.ncplugin.WorldClock -> (null)
177,AppleActuatorDevice::start Entered
178,"hibernate_machine_init pagesDone <*> time: <*> ms, <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s"
179,<*> -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.
180,"ARPT: <*> wl0: Roamed or switched channel, reason <*> bssid <*> last RSSI <*>"
181,tcp_connection_tls_session_error_callback_imp <*> error <*>
182,hibernate_teardown: wired_pages <*> free_pages <*> active_pages <*> inactive_pages <*> speculative_pages <*> cleaned_pages <*> compressor_pages <*>
183,<*> -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: <*>
184,Host controller terminated
185,<*> : BTLE scanner Powered On
186,hostControllerOnline - Number of Paired devices = <*> List of Paired devices = ( <*> )
187,<*> : Scanning mode Contacts Only
188,polled file major <*> minor <*> blocksize <*> pollers <*>
189,"<*> -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> <*> isProcessing=NO <*> currentActionErrors=0 <*> actionQueue=( ) > delegate=(null) <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> <*> >"
190,<*> -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: <*>
191,kern_open_file_for_direct_io took <*> ms
192,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>
193,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data"
194,after trim url = <*>
195,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.
196,Wake reason: RTC (Alarm)
197,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
198,AppleCamIn::handleWakeEvent_gated
199,"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl""."
200,<*> | I | VoipWrapper  | <*>             | close video chat. llFriendUIN = <*>
201,"CCLogTap::profileRemoved, Owner: <*> Name: OneStats"
202,<*> <<<< IQ-CA >>>> piqca_setUsePreQueue: <*> rejecting report of layer being serviced - IQ has not yet begun to update
203,hibernate_rebuild completed - took <*> msecs
204,ARPT: <*> wlc_dump_aggfifo:
205,Service exited with abnormal code: <*>
206,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.
207,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>
208,Unrecognized attribute value: t:AbchPersonItemType
209,<*> main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> }
210,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages
211,ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval <*> retry_count <*>
212,hibernate image path: /var/vm/sleepimage
213,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback
214,en0: <*> country code set to <*>
215,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****
216,<IMMacNotificationCenterManager: <*> Updating enabled: NO   (Topics: ( ))
217,<*> - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
218,DB Path: <*>
219,ARPT: <*> ARPT: Wake Reason: Wake on TCP Timeout
220,ARPT: <*> wl0: setup_keepalive: Local IP: <*>
221,payload Data <*>
222,<*> -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.
223,ASSERTION FAILED: dvcAddrRef != ((void <*> -[DriverServices getDeviceAddress:] line: <*>
224,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: <*>   libsystem_network.dylib             <*> __nw_create_backtrace_string + <*>   libsystem_network.dylib             <*> nw_path_evaluator_start_helper_connection + <*>   libdispatch.dylib                   <*> _dispatch_call_block_and_release + <*>   libdispatch.dylib                   <*> _dispatch_client_callout + <*>   libdispatch.dylib                   <*> _dispatch_queue_drain + <*>   libdispatch.dylib                   <*> _dispatch_queue_invoke + <*>   libdispatch.dylib                   <*> _dispatch_root_queue_drain + <*>   libdispatch.dylib                   <*> + <*>   libsystem_pthread.dylib             <*> _pthread_wqthread + <*>   libsystem_pthread.dylib             <*> start_wqthread + <*>"
225,<*> -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: <*>
226,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route
227,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable
228,KeychainGetICDPStatus: status: off
229,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.
230,ARPT: <*> System Wake - Full Wake/ Dark Wake / Maintenance wake
231,[HID] [MT] AppleMultitouchDevice::start entered
232,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) <*> (null)/(null) opts=(null) <*> from=(null)/(null) (UABestAppSuggestionManager.m <*>
233,<*> : Started generating hashes
234,CCProfileMonitor::setStreamEventHandler
235,<*> : Purged contact hashes
236,ARPT: <*> ARPT: Wake Reason: Wake on Scan offload
237,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set <*> in environment to log backtraces."
238,<*> deny mach-lookup com.apple.networking.captivenetworksupport
239,"ARPT: <*> IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': <*>"
240,Session <*> destroyed
241,<*> -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.
242,[HID] [MT] AppleMultitouchDevice::willTerminate entered
243,BuildActDeviceEntry exit
244,<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid)
245,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****
246,Sandbox: <*> file-read-data /private/etc/hosts
247,<*> deny network-outbound <*>
248,Sandbox: <*> ipc-posix-shm-read-data <*>
249,<*> -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <*> productID=com.google.Chrome <*> path=/Applications/Google Chrome.app> serverType=Omaha <*> tagPath=/Applications/Google Chrome.app/Contents/Info.plist tagKey=KSChannelID brandPath=/Users/xpc/Library/Google/Google Chrome Brand.plist brandKey=KSBrandID versionPath=/Applications/Google Chrome.app/Contents/Info.plist versionKey=KSVersion <*> cohortName=Stable <*> > )} Using server: <*> >
250,handle_will_sleep_auth_and_shield_windows: Reordering authw <*> (lock state: <*>
251,<*> : BTLE discovered device with hash <*>
252,<*> evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*>
253,<*> itemasync_CopyProperty signalled <*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>
254,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.94"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent"
255,"Unable to simultaneously satisfy constraints: ( <*>   (Names: <*> 'NSView-Encapsulated-Layout-Width' <*>   (Names: <*>   (Names: <*> )  Will attempt to recover by breaking constraint <*>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger."
256,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>
257,"<*> -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'."
258,<*> Failed to read DnsConfig.
259,Bluetooth -- LE is supported - Disable LE meta event
260,ARPT: <*> WWEN[enable]
261,"no application identifier provided, can't use provisioning profiles <*>"
262,[BluetoothHIDDeviceController] EventServiceConnectedCallback
263,CCFile::copyFile fileName is <*> source <*> dest <*>
264,<*> : Starting AirDrop server for user <*> on wake
265,device_generate_desktop_screenshot: authw <*> shield <*>
266,"PBRequester failed with Error Error Domain=NSURLErrorDomain <*> ""The request timed out."" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""The request timed out."" <*> NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, <*> _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, <*> _kCFStreamErrorDomainKey=4, <*> NSLocalizedDescription=The request timed out.}"
267,"ARPT: <*> IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': <*>"
268,Saw change in network reachability <*>
269,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>"
270,<*> : Discoverable mode changed to Off
271,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>
272,device_generate_lock_screen_screenshot: authw <*> shield <*> dev <*>
273,[QL] No sandbox token for request <QLThumbnailRequest <*> it will probably fail
274,Wake reason: ARPT (Network)
275,Error in CoreDragRemoveReceiveHandler: <*>
276,<*> -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <*> productID=com.google.Keystone <*> path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> <*> > )} Using server: <*> >
277,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert
278,"<*> +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate <*> exists and certificate <*> exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""com.google.Keystone"")'"
279,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
280,"setting hostname to ""authorMacBook-Pro.local"""
281,<*> Will write to: <*> - <*>
282,<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification
283,ARPT: <*> wl0: wl_update_tcpkeep_seq: Original Seq: <*> Ack: <*> Win size: <*>
284,ARPT: <*> wl0: setup_keepalive: Seq: <*> Ack: <*> Win size: <*>
285,AppleActuatorHIDEventDriver: stop
286,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>
287,hciControllerOnline; HID devices? <*>
288,Captive: CNPluginHandler en0: Evaluating
289,ARPT: <*> WWEN[enabled]
290,"securityd_xpc_dictionary_handler <*> copy_matching Error Domain=NSOSStatusErrorDomain <*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
291,<*> main() Fetcher is exiting.
292,KeychainGetICDPStatus: keychain: <*>
293,<*>
294,<*> <<<< CRABS >>>> crabsFlumeHostUnavailable: <*> Byte flume reports host unavailable.
295,Error in CoreDragRemoveTrackingHandler: <*>
296,AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).
297,Peripheral manager is not powered on
298,<*> itemasync_SetProperty signalled <*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>
299,"ARPT: <*> wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
300,"booter start at <*> ms smc <*> ms, <*> total <*> ms, dsply <*> ms, tramp <*> ms"
301,vm_compressor_fastwake_warmup <*> - <*> - starting
302,"[Accounts] Current connection, <NSXPCConnection: <*> connection from pid <*> doesn't have account access."
303,full wake request (reason <*> ms
304,"NETWORK: no response from server, reachability, <*> queryRetries, <*>"
305,Invalidating watch set.
306,Failed to stop a scan - central is not powered on: <*>
307,"DB Error: <*> ""no such table: <*>"
308,<*> - power up complete - took <*> us
309,CCFile::captureLogRun() Exiting CCFile::captureLogRun
310,pages <*> wire <*> act <*> inact <*> cleaned <*> spec <*> zf <*> throt <*> compr <*> xpmapped <*>
311,<*> -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: <*>
312,CoreAnimation: timed out fence <*>
313,"<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring."
314,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>
315,AppleActuatorHIDEventDriver: message service is terminated
316,<*> Resuming AWDL
317,Page bounds <*>
318,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': <*> is not a valid type name.
319,<IMMacNotificationCenterManager: <*>   DND Enabled: NO
320,Setting BTCoex Config: <*>
