EventId,EventTemplate
61,Dquot-cache hash table entries: <*> (order <*> bytes)
62,hcid startup succeeded
63,You can enable it with acpi=force
64,Real Time Clock Driver <*>
65,Checking 'hlt' instruction... OK.
66,<*> LOWMEM available.
67,HCI daemon ver <*> started
68,Intel machine check architecture supported.
69,irqbalance startup succeeded
70,creating device node '/udev/vcs2'
71,Dentry cache hash table entries: <*> (order: <*> bytes)
72,Calibrating delay loop... <*> BogoMIPS
73,pci_hotplug: PCI Hot Plug PCI Core version: <*>
74,Transparent bridge - <*>
75,PCI: Probing PCI hardware
76,Setting network parameters:  succeeded
77,"Total HugeTLB memory allocated, <*>"
78,"PCI: PCI BIOS revision <*> entry at 0xfc0ce, last <*>"
79,Detected <*> processor.
80,Inode-cache hash table entries: <*> (order: <*> bytes)
81,SELinux:  Initializing.
82,"HighMem zone: <*> pages, LIFO <*>"
83,BIOS-e820: <*> - <*> (reserved)
84,connection from <*> at Sun Jul <*>
85,<*> HIGHMEM available.
86,Authentication failed from <*> Software caused connection abort
87,connection from <*> at Mon Jul <*>
88,check pass; user unknown
89,On node <*> totalpages: <*>
90,Linux version <*> (bhcompile@bugs.build.redhat.com) (gcc version <*> (Red Hat Linux 3.3.3-7)) <*> Sat May 8 <*> EDT <*>
91,Starting pcmcia:  succeeded
92,CPU: Intel Pentium III (Coppermine) stepping <*>
93,BIOS-e820: <*> - <*> (usable)
94,selinux_register_security:  Registering secondary module capability
95,POSIX conformance testing by UNIFIX
96,cupsd shutdown succeeded
97,sdpd <*> started
98,Using tsc for high-res timesource
99,connection from <*> (host8.topspot.net) at Sun Jul <*>
100,BIOS-provided physical RAM map:
101,session opened for user <*> by <*>
102,isapnp: No Plug & Play device found
103,connection from <*> at Sat Jul  <*>
104,Mount-cache hash table entries: <*> (order: <*> bytes)
105,"DMA zone: <*> pages, LIFO <*>"
106,cupsd startup succeeded
107,Linux Plug and Play Support <*> (c) Adam Belay
108,Kerberos authentication failed
109,"CPU <*> irqstacks, <*>"
110,ROOT LOGIN ON <*>
111,Version <*> Starting
112,connection from <*> (dsl-082-083-227-067.arcor-ip.net) at Sun Jul <*>
113,Couldn't authenticate user
114,isapnp: Scanning for PnP cards...
115,imps2: Auto-detected intellimouse <*>
116,connection from <*> at Fri Jul <*>
117,zapping low mappings.
118,connection from <*> (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul <*>
119,warning: can't <*> client address: Connection reset by peer
120,PCI: Using IRQ router PIIX/ICH <*> at <*>
121,CPU: <*> I cache: <*> D cache: <*>
122,connection from <*> at Fri Jul  <*>
123,authentication failure; logname= <*> tty=NODEVssh ruser= <*>
124,sdpd startup succeeded
125,session closed for user <*>
126,rpc.statd startup succeeded
127,NET: Registered protocol family <*>
128,syslogd startup succeeded
129,PCI: Invalid ACPI-PCI IRQ routing table
130,"Memory: 125312k/129720k available <*> kernel code, <*> reserved, 599k data, 144k init, <*> highmem)"
131,connection from <*> (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 <*>
132,Security Scaffold <*> initialized
133,authentication failure; logname= <*> tty=NODEVssh ruser= <*>  user=root
134,Console: colour VGA+ <*>
