EventId,EventTemplate
57,Using configuration type <*>
58,RSDP <*> DELL ) @ <*>
59,scanning scsi channel <*> for logical drives
60,<*> sda2 <*>
61,initialized
62,MCFG <*> DELL PE BKC <*> MSFT <*> @ <*>
63,LSI Logic MegaRAID driver
64,Probing PCI hardware (bus <*>
65,(root) CMD (run-parts <*>
66,PCI Interrupt Link <*> (IRQs <*> disabled.
67,Wait for ready failed before probe !
68,<*> (Kernel Module GPG key)
69,connection from <*>
70,PCI Hot Plug PCI Core version: <*>
71,data_thread() got not answer from any <*> datasource
72,<*> HID core driver
73,DHCPREQUEST for <*> from <*> via eth1: unknown lease <*>
74,Registering secondary module capability
75,Using software bounce buffering for IO <*>
76,<*> ak Exp $
77,Transparent bridge - <*>
78,unable to qualify my own domain name <*> -- using short name
79,Assuming <*> system bus speed for PIO modes; override with <*>
80,Warning: we failed to resolve trusted host name <*>
81,(C) <*> Netfilter core team
82,Using <*> based timekeeping.
83,Cannot open file <*> for writing (No such file or directory)
84,Subsystem revision <*>
85,Autodetecting RAID arrays.
86,syslog-ng version <*> starting
87,Disabled at runtime.
88,Warning: we failed to resolve data source name <*> an788 <*> an818 <*> an878 <*> an881 <*> an887 an888 <*>
89,Registering netfilter hooks
90,removing chargen
91,session opened for user root by <*>
92,<*>
93,My unqualified host name <*> unknown; sleeping for retry
94,rpc.statd startup succeeded
95,DHCPDISCOVER from <*> via eth1
96,portmap startup succeeded
97,<*> (bus <*> bus_irq <*> global_irq <*> dfl dfl)
98,<*> cache: <*>
99,Warning: we failed to resolve data source name <*> dn188 <*>
100,Unregistering netfilter hooks
101,<*> fastboot <*>
102,<*> No topology change
103,md driver <*>
104,Creating Topspin <*> entries:
105,Warning: we failed to resolve data source name <*> bn818 <*> bn888 <*>
106,Initializing.
107,Warning: we failed to resolve data source name <*> cn188 <*>
108,IOAPIC <*>
109,Warning: we failed to resolve data source name <*> bn81 <*> bn88 <*>
110,Warning: we failed to resolve data source name <*> cn788 <*> cn818 <*> cn878 <*> cn881 <*> cn888 <*>
111,Reading included configuration file: <*>
112,error: Bind to port <*> on <*> failed: Address already in <*>
113,probe new device <*> bus 2:slot <*>
114,not allocating divert_blk for non-ethernet device lo
115,Warning: we failed to resolve data source name <*> dn788 <*> dn818 <*> dn878 <*> dn881 <*> dn888 <*>
116,DHCPACK on <*> to <*> via eth1
117,Using <*> MHz <*> timer.
118,<*> DELL PE BKC <*> MSFT <*> @ <*>
119,<*> Model: <*> SCSI BP Rev: <*>
120,Using MMCONFIG at <*>
121,Local disconnected: Connection closed.
122,User <*> coming from <*> authenticated.
123,MegaRAID Model: LD <*> Rev: <*>
124,Warning: we failed to resolve data source name <*>
125,Detected <*> MHz processor.
126,<*> id: <*> base: <*>
127,gmetad startup succeeded
128,SPCR <*> DELL PE BKC <*> MSFT <*> @ <*>
129,initializing netlink socket (disabled)
130,mounted filesystem with ordered data <*>
131,"routing cache hash table of <*> buckets, <*>"
132,syslog-ng startup succeeded
133,LAPIC_NMI <*> high edge <*>
134,succeeded
135,RNG not detected
136,<*> AUX port at <*> irq <*>
137,Warning: we failed to resolve data source name <*> dn18 <*> dn78 <*> dn81 <*> dn87 dn88 <*>
138,Processor <*> (supports C1)
139,<*> (Release Date: Fri Dec <*> EST <*>
140,assuming drive cache: write through
141,<*> used by <*>
142,<*> (Release Date: Mon Sep <*>
143,asking for cache data failed
144,RSDT <*> DELL PE BKC <*> MSFT <*> @ <*>
145,connection lost: 'Connection closed.'
146,autorun <*>
147,PCI Root Bridge <*>
148,<*> initialised: <*>
149,Direct-Access ANSI SCSI revision: <*>
150,DHCPOFFER on <*> to <*> via eth1
151,Now running on <*>
