Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId
-,1128027755,2005.09.29,R03-M1-ND-C:J14-U01,2005-09-29-14.02.35.872055,R03-M1-ND-C:J14-U01,RAS,KERNEL,INFO,critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire,2ba1baf7
-,1128170317,2005.10.01,R73-M0-N4-I:J18-U11,2005-10-01-05.38.37.246285,R73-M0-N4-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied",7c363edf
-,1129550547,2005.10.17,R02-M0-N4-C:J04-U11,2005-10-17-05.02.27.161242,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct,f3eed4bf
-,1129734520,2005.10.19,R17-M0-N0-I:J18-U01,2005-10-19-08.08.40.058960,R17-M0-N0-I:J18-U01,RAS,KERNEL,INFO,shutdown complete,a828f891
KERNREC,1130529611,2005.10.28,R63-M1-N5-C:J17-U01,2005-10-28-13.00.11.719498,R63-M1-N5-C:J17-U01,RAS,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=0064588e 8aff0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",ed0daeee
-,1131624435,2005.11.10,R22-M1-N1-C:J17-U11,2005-11-10-04.07.15.804295,R22-M1-N1-C:J17-U11,RAS,KERNEL,INFO,3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,e8a1ed5d
-,1132062083,2005.11.15,R05-M0-NC-C:J04-U11,2005-11-15-05.41.23.201247,R05-M0-NC-C:J04-U11,RAS,KERNEL,INFO,"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type",825e06cc
-,1132234526,2005.11.17,R72-M1-NE-C:J04-U01,2005-11-17-05.35.26.782649,R72-M1-NE-C:J04-U01,RAS,KERNEL,INFO,18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds,bbb20c30
-,1132320935,2005.11.18,R02-M1-NC-I:J18-U01,2005-11-18-05.35.35.752458,R02-M1-NC-I:J18-U01,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x000001b0",b0de29a2
KERNMNTF,1132575798,2005.11.21,R04-M1-N8-I:J18-U01,2005-11-21-04.23.18.419757,R04-M1-N8-I:J18-U01,RAS,KERNEL,FATAL,Lustre mount FAILED : bglio78 : block_id : location,4f1ef491
-,1132584089,2005.11.21,R26-M0-N0-I:J18-U11,2005-11-21-06.41.29.787206,R26-M0-N0-I:J18-U11,RAS,KERNEL,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),5a695884
APPTO,1132600084,2005.11.21,R14-M0-NC-I:J18-U11,2005-11-21-11.08.04.944948,R14-M0-NC-I:J18-U11,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out",600efdda
APPRES,1132609258,2005.11.21,R13-M1-N4-I:J18-U11,2005-11-21-13.40.58.052836,R13-M1-N4-I:J18-U11,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52839, Connection reset by peer",ad69fd32
-,1132841276,2005.11.24,R03-M1-NF-C:J07-U01,2005-11-24-06.07.56.407913,R03-M1-NF-C:J07-U01,RAS,KERNEL,FATAL,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,8a5c46f9
-,1133051996,2005.11.26,R03-M1-NF-C:J07-U01,2005-11-26-16.39.56.330868,R03-M1-NF-C:J07-U01,RAS,KERNEL,FATAL,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,77b17bd0
-,1133280774,2005.11.29,R55-M0-N9-C:J06-U11,2005-11-29-08.12.54.614554,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,13 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 4562 seconds,ad3f3991
-,1133447694,2005.12.01,R11-M1-ND-C:J08-U01,2005-12-01-06.34.54.203650,R11-M1-ND-C:J08-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,92420707
-,1133447728,2005.12.01,R06-M0-N3-C:J13-U11,2005-12-01-06.35.28.126758,R06-M0-N3-C:J13-U11,RAS,KERNEL,INFO,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",125fee2b
-,1133625592,2005.12.03,R06-M1-NF-C:J12-U01,2005-12-03-07.59.52.640827,R06-M1-NF-C:J12-U01,RAS,KERNEL,INFO,"1 ddr error(s) detected and corrected on rank 0, symbol 24 over 335 seconds",71fcff11
-,1133630999,2005.12.03,R10-M1-N2,2005-12-03-09.29.59.645290,R10-M1-N2,NULL,HARDWARE,WARNING,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648",7d6bd641
-,1133638373,2005.12.03,R56-M0-NA-C:J15-U11,2005-12-03-11.32.53.165837,R56-M0-NA-C:J15-U11,RAS,KERNEL,INFO,"Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) iar 0x00265564, dear 0x1feaa1c0 (35591535) iar 0x00265574, dear 0x1feaa1e0 (35591536) iar 0x00265578, dear 0x1feaa200 (35591537) iar 0x00265588, dear 0x1feaa220 (35591538) iar 0x0026558c, dear 0x1feaa240 (35591539) iar 0x00265594, dear 0x1feaa260 (35591540) iar 0x00265598, dear 0x1feaa280",d9735fda
-,1133715868,2005.12.04,R06-M1-N6-C:J08-U01,2005-12-04-09.04.28.582086,R06-M1-N6-C:J08-U01,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected over 2487 seconds,8df7ac9e
-,1133721087,2005.12.04,R71-M0-N4-C:J14-U01,2005-12-04-10.31.27.742650,R71-M0-N4-C:J14-U01,RAS,KERNEL,FATAL,minus normalized number..................0,64d56eed
-,1133835041,2005.12.05,R52-M1-NA-C:J03-U01,2005-12-05-18.10.41.610617,R52-M1-NA-C:J03-U01,RAS,KERNEL,FATAL,fraction rounded.........................0,c56cf501
-,1133919747,2005.12.06,R03-M0-N7-C:J07-U01,2005-12-06-17.42.27.383145,R03-M0-N7-C:J07-U01,RAS,KERNEL,FATAL,size of scratchpad portion of L3.........0 (0M),f848d6c7
-,1133925845,2005.12.06,R36-M0-N2-C:J05-U01,2005-12-06-19.24.05.504553,R36-M0-N2-C:J05-U01,RAS,KERNEL,INFO,"Kernel detected 3830884 integer alignment exceptions (3830877) iar 0x00544ea8, dear 0x01fc1ba0 (3830878) iar 0x00544eb8, dear 0x01fc1bc0 (3830879) iar 0x00544ea8, dear 0x01fc1be0 (3830880) iar 0x00544eb8, dear 0x01fc1c00 (3830881) iar 0x00544ee0, dear 0x01fc1c20 (3830882) iar 0x00544ef0, dear 0x01fc1c40 (3830883) iar 0x00544ee0, dear 0x01fc1c60 (3830884) iar 0x00544ef0, dear 0x01fc1c80",9d143d9b
APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,a77244af
-,1134929456,2005.12.18,R30-M1-N3-C:J13-U01,2005-12-18-10.10.56.366499,R30-M1-N3-C:J13-U01,RAS,KERNEL,INFO,2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,58b7753b
-,1135178837,2005.12.21,R62-M0-N4-I:J18-U01,2005-12-21-07.27.17.749308,R62-M0-N4-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160",1239cef9
-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,1a068bbf
-,1135602839,2005.12.26,R61-M0-N3-C:J11-U11,2005-12-26-05.13.59.265193,R61-M0-N3-C:J11-U11,RAS,KERNEL,FATAL,Machine State Register: 0x0002f900,6e12673f
